X,y
@Hockey_Royalty The Coyotes are taking tanking to a new level with Jay Beagle as their #1 Center and icing one of the worst teams in recent NHL history. Hard for any of their couple of good players to fly like an eagle like this.,0.0
I just seen a coyote in broad daylight over here in PH 🤣,1.0
@Coyote_Arts He has to give her a good sniff before he started grooming her because last time she’d rolled in something and he was APPALLED https://t.co/tVIyUO5riP,0.0
@pom_pom_puri so probably one (1) coyote,0.0
@oxojesss @MiguelMvrtinez On god wasn’t the migra gonna take him for djing for the coyote ?,0.0
@aussiastronomer Accurate. Though one time there was that neat video of a coyote eating a squirrel.,0.0
Principal’s Pals - Today our students learned about Leadership Habit #1 - Be Proactive! https://t.co/tKixO3zURY,0.0
@Doc_Coyote It's messed up,0.0
Predictions for today: Kings &gt; Blues  Lightning &gt; Sabres  Capitals &gt; Senators Panthers &gt; Coyotes  Rangers &gt; Flames Hurricanes &gt; Maple Leafs Blue Jackets &gt; Stars   Season Record: 36-46,0.0
Video shows cat chase coyote away from home  Read it here: https://t.co/k7V2PnXdNQ https://t.co/BUMtFq78qM,0.0
Get a summary of the Arizona Coyotes vs. Philadelphia Flyers hockey game. https://t.co/daYI0UpIqi via @ESPN App https://t.co/aoWPoUtVGo,0.0
North Point HOA: Stop the North Pointe HOA from trapping and killing coyotes. - Sign the Petition! https://t.co/S7NOwdT5AQ via @Change,1.0
"On October 24, 2013, Dwight King scored his first career hat trick in a 7-4 win against the Coyotes. King posted career highs in 2013-14 with 15 goals and 30 points, scored 11 points in 26 playoff games, and won his second Stanley Cup ring with the @LAKings.  #LAKings #GoKingsGo https://t.co/PKbaQRSISM",0.0
"@mcheno blackhawks caught and find by nhl for covering up sexual abuses for the good team chemistry, coyotes find for illegal practices, and devils find for apparently breaking rules regarding caps on signings..",0.0
@Joe_Schmucc This is about to be you going back and forth with that coyote lol https://t.co/f4wepou7KR,0.0
Books: Peter Coyote’s “Tongue of a Crow” #poetry #books #reviews #PeterCoyote #SanFrancisco #RobertDuncan #BrendaHillman #PatrickDonnelly   https://t.co/ZpbWUoEmT9,0.0
"❕ 15 days ❕  Register today before it’s too late!   If you are a Fall 2021 Grad, use your MyCoyote Portal. If you are a past Grad, please use the link in your email to register   #CSUSB #Coyote #CSUSBGrad #Commencement https://t.co/Bg7fsaE4aH",0.0
How many coyotes do you see? https://t.co/prnp68zRev,0.0
I wish Ventura county had a Coyote Ugly style bar. I’d sign my ass up real quick,0.0
"@TotallyAllen Imagining a coyote loping along the sidewalk past the Beastie Boys' apartment next to that smooth, smooth asphalt.",0.0
"Someone should start a page for all the crazy shit that comes across the @Nextdoor app… I’ll go 1st.. “a pack of Coyotes, Human &amp; Dog all meet late at night” for $100 Alex : https://t.co/XF1DIsyhtg",0.0
"Janel Parrish is one of our favorite #CountdownToChristmas stars, so yes, we're looking forward to this #HallmarkChannel movie! https://t.co/w5gP6O6muU https://t.co/o6b9bwcZYr",0.0
"@teamyasumura I just saw my first coyote since moving here! 10’ away, turning left off Beverly Glen near Mulholland (me, the coyote was not turning, he was driving fast, right on my ass, and when I clocked him in the rear view he def had “fuck you” in his eyes.) OK seriously I saw a coyote.",1.0
I’m so sick of 180 year old fuckfaces preaching to me about coyotes!!  Omfg!!! Shuuuut upppppp,0.0
@streeeeep Coyote Ugly yesss,0.0
"@hallmarkchannel @hallmarkmovie for BC, Canada viewers we do get Coyote Creek Christmas tonight @ 8pm and two other times this weekend.  The Christmas Promise we get Nov 6 @ 6pm and one other time.  Check your schedules",0.0
PBIS Rewards Celebration for August and September Way to go Coyotes! https://t.co/eE9GkTicer,0.0
@lc_coyotes I had so much fun!  Our @lc_coyotes Kindergarten scholars are amazing listeners!!,0.0
Ran into a coyote on the morning walk and Winnie forgot she’s a fucking Pit Bull 😂,1.0
"@xianleonard Dome, helicopters, and coyotes.",0.0
@JBB_SD @spacey_coyote @10News @MayorToddGloria Well they could choose to get vaccinated and protect themselves and their fellow citizens.,0.0
Predictions for tomorrow: Kings &gt; Sabres  Hurricanes &gt; Coyotes  Canadiens &gt; Ducks Devils &gt; Blue Jackets Kraken &gt; Rangers   Season Record: 63-63,0.0
@Greenfairy001 Did they jump all over you for causing coyote panic since this is their land?  See that bs all over the Nextdoor app.  Sorry sweetie!,0.0
These fucking coyotes brooo😤,1.0
"@AinsleyInc Between the Hawks malfeasance and then Aliu who won't go away (pretty sure he is ultimately looking for some cash, but could be wrong here), &amp; the Coyotes who have taken tanking to a new depth; tough PR times for the NHL.",0.0
Pretty unexpected NHL power rankings from @peteblackburn this week...  Coyotes? Not where you'd expect. Neither are the Panthers.,0.0
Look out! Those Crafty Coyote Pups are at it again and this time they have made it all the way to Build-A-Bear Workshop! Create your very own Coyote Pup exclusively at the Build-A-Bear Workshop in the California Marketplace. https://t.co/rmukmxMANY,0.0
"Roadrunner contemplating various stages of road engagement (beep beep!) 😀No coyotes in sight, sadly. 🐾🐾 https://t.co/zehceW9WX6",0.0
"The CSUSB 2021 Festival de Calaveras will be hosted by the Robert and Frances Fullerton Museum of Art (RAFFMA) on Saturday, Nov. 6 from 11 am - 4 pm.   Coyote Radio will be in attendance with prizes, giveaways, and playing local bands!   @RAFFMAcsusb @CSUSBALFSS @ALFSSCSUSB https://t.co/HfBc7hYC05",0.0
bruh i was this close 🤏🏻 to hitting a coyote on my drive home just now,1.0
Oh no! I played this and my dogs went bonkers! We have a pack of coyotes in the canyon behind me. Pretty sure that’s what was howling. 🤣 https://t.co/KgegI8ZqAu,1.0
"@savg_coyote @GACPodcast17 That ain't sarcasm, that's just a random ass statement.",0.0
Weekly Howl Volume 1.11 - 📢 Check out what's happening at San Altos and see who this week's Coyote Fist Bump winner is! https://t.co/kLD7evnPCl https://t.co/5Rwmb4JSS1,0.0
"@100peaks options:  ""I like coyotes, I just don't want them to eat anything.""  ""Everyone I don't recognize is a drug dealer""",0.0
"First full day back in LA, and I've already seen a dead (or sleeping?) coyote on my block. How's your day going?",1.0
@barilleon The Desert stage where you team up with roadrunner against coyote and his series of escalatingly dangerous/ineffective traps would be *chefs kiss*,0.0
@asaprajy @TheRewatchables @BillSimmons @ChrisRyan77 I dunno. Michael Mann is the one director who consistently makes his movies worse when talking about them. At a screening in Oct he revealed the coyote scene in Collateral was produced and not an accident. COME ON dude! Everyone thought that was such a cool story. Now its gone.,0.0
#SanMarcosCoyoteRescue (1/2) This morning our Humane Officers and veterinary team rescued a coyote who had been hit by a car and was lodged inside the grill of the car. The coyote was rushed to San Diego Humane Society's Ramona Wildlife Center for care. https://t.co/2no87bbc53,1.0
@ring Its a shame ring is in the business of coyotes but any criminal action or men threatening to fight everyone including women at dog park gets taken down but you keep posting about coyotes. I post about mail thieves and threats but i get taken down,0.0
@GirlWhoBets And Hurricanes -1.5. Coyotes are bottom tier and Carolina is a wagon.,0.0
"@ArizonaCoyotes @j_chychrun7 Happy Halloween, Arizona Coyotes!",0.0
Westminster Sr91 W / Coyote Creek **Trfc Collision-Unkn Inj** https://t.co/wYgQrAqg7T,0.0
"Hmmm, to post or not to post coyote pictures? 🤔",0.0
@coyote_teeth Are you going to be lost in a virtual world now?,0.0
"yall who has the coyote footage? I found one video, is there anymore? cc @LIONPRlDE",0.0
I would fist fight a pack of coyotes for a pizza right now,0.0
"Our greatest teachers are not books, or even old professors like me. Our greatest teachers are the creatures with whom we share this glorious, terrifying, beautiful, and mysterious world. My column - My Coyote Teacher - from the Nov/Dec Unity Magazine.https://t.co/aannHxraLo",0.0
"Hey Coyotes! There is a virtual PFC meeting next Wednesday, November 10th at 9:00 am. You don't wanna miss it.  Click here for the Zoom link:  https://t.co/2t8f4T7c9W or go to our website. #coyotepride #CHSPFC https://t.co/HDtuuiKqou",0.0
@dee_coyote I am causing problems on purpose.,0.0
"@LettuceLove2 She stalked us one time, but didn’t get too close. There’s a large pack of 8 coyotes that continue to bait my dogs into chasing after them. So I switch up my time and go on different trails to avoid the confrontation.",1.0
"I talked with @RyanPaevey about his new movie #CoyoteCreekChristmas, which premieres tonight at 8pm ET on @hallmarkchannel #CountdownToChristmas. We talked about playing a dad and which movie he'd like to do a sequel for if he had the chance. @culturess https://t.co/kAnznin2H2",0.0
@huttser_coyote @JeschkeSqrl That SWALLOW 💦💦,0.0
@NedRyerson1957 Consolation prize - it's a distant second! Coyotes are only killing off 36.4% of their PK's lol.,0.0
@andrewjhumphrey haha - i actually really like that she wanted to bring her animals but the cabin is just not built for that and i'm worried the coyotes will eat her little friends on night 1,0.0
@LEARLOCKS Sweated the shit out of that. I’m playing coyotes opponents -1.5 all year bound to make money they are awful,0.0
D1 taking on Capistrano  Coyote.  Go Eagles 💛🦅💙 https://t.co/fLWXgcc2qJ,0.0
@TDProductions2 The coyotes will need it revamp their pricing structure.,0.0
@aussiastronomer Bears!  Coyote! Bobcat! Mountain Lion! Lost pet!,1.0
"@Doc_Coyote Oh man, possibly crowded but I wonder if they’d be doing something special for Halloween",0.0
"@DavePrattSports No, but I did hear from several Coyotes fans that we would be very happy with his play. They knew what they'd lost.",0.0
South LA E Los Coyotes Diagonal / Bellflower Blvd Ofr **Trfc Collision-1141 Enrt** https://t.co/6pomG9ykpu,0.0
@OnlineAlison Several comments later… “I feed the coyotes!”,1.0
@Chicane_Coyote Oh my gosh that look so good!!! ❤️,0.0
Never seen a coyote wandering around this late in the morning,1.0
"Me: screams, “omg look at the sun setting it’s so pretty!” BF: no I can’t look, I’m driving and there are wild animals like rabbits and coyotes. Me: the sun is still out there are no coyotes!!!! 13 seconds later BF: look! A coyote!!!!! Wtf?!? Why was it out in the day?!?",1.0
@MikeIsErnie Did they rescue the coyote?,0.0
"@EBRPD must sever ties with USDA Wildlife Services. These hired guns have already killed too many of our parks’ cottontails, ravens, skunks, gulls, foxes, raccoons, opossums, coyotes &amp; community cats! #EBRPD #animals #AnimalAbuse #wildlife https://t.co/wRFG9MZWd2",1.0
"This week, Ivey Ranch Coyotes visited the spooktaculur Boo Zoo library and spotted some monster book tear art made by our TK class! We even got to see Harry Potter’s Monster Book of Monsters! 📚📖🐈‍⬛🎃✨👻 @OsideUSD @TrishQuinene #CoyotesConnect #ReadingIsMagical #DestinationOside https://t.co/VCAbkuEemn",0.0
Predictions for tomorrow: Kings &gt; Jets Lightning &gt; Coyotes  Flames &gt; Penguins  Hurricanes &gt; Bruins  Blues &gt; Avalanche  Flyers &gt; Canucks  Sabres &gt; Ducks Kraken &gt; Wild  Sharks &gt; Canadiens   Season Record: 47-54,0.0
@PeterAPeel Waited at the El Coyote valet stand next to Mr. Schiavelli back in the 90s.,0.0
"Not a metaphor, a literal coyote brushed against my leg last night",1.0
Just Asking:  NHL-Where's the leadership from Commissioner Gary Bettman-Union Chief Donald Fehr  Anyone offended: ..Denied link Concussions-CTE-Players Suicides ..Delayed probe Evander Kane addiction ..NHL not investigate Blackhawks sex assault case ..No intervention Coyotes mess,0.0
Predictions for tomorrow:  Panthers &gt; Red Wings  Blue Jackets &gt; Rangers  Capitals &gt; Coyotes  Hurricanes &gt; Trashhawks Golden Knights &gt; Ducks (Fuck both) Stars &gt; Senators   Season Record: 53-57,0.0
This is what coyotes do in our town lol 😂 https://t.co/4NLyQ9iXEp,0.0
Had a coyote come into the backyard with 3 people and 2 dogs out there! The dogs chased it and it went over the fence into the yard behind ours #coyotesighting #valinda #carefuleveryone,1.0
GIVE COLDWATER CANYON BACK TO THE COYOTES https://t.co/bEvU5WUMjT,0.0
"I also grabbed a pair of scissors that were in there for safety. When I was finally able to step out of the car and out of the sand I found the town had been destroyed and there was angry coyotes approaching me, some of them were feeding on the other bodies that didn’t make it",0.0
My parents are determined to let a coyote eat our 18 year old cat.,0.0
I JUST WATCHED A COUPLE LEAVE THEIR CRIB FOR A WALK AND GOT FOLLOWED BY 2 COYOTES LIKE RIGHT IN THEIR TRACKS LMFAOOOOL,1.0
The look… #wildlife #coyote #photography https://t.co/ly3op5n2d2,0.0
@rosiegirl1957 We live in “coyote central” and that’s a sound I have never gotten used to.,0.0
Coyotes roaming around rn 😂,1.0
@Southernvaper1 Eli is very big. His head is above my waist. And he turns heads wherever we go. Very friendly. But has killed a coyote with a single bite to the neck. Good companion.,1.0
Coyote revolution has begun btw,0.0
"@healthyheating I know this is a dumb reference, but I've loved watching my many dogs over the years putting their snouts up in the air to sample the drift. Off the breeze, coyote nearby? Or the waft of some dog in a car that just drove by. They're sniffing the tiny particles drifting by.",0.0
"Visiting dog (the coyote one) started barking at 4 A.M. so I got up and let him out long with the other dogs. They didn't go out &amp; start barking, thank goodness. But when I'm up, I'm up",0.0
@Doctor_Red_Fox There would be truly nothing worse then a coyote losing their blubbery frame!,0.0
"@HillaryMonahan Well, child, who decided to roll in the coyote shit? You did the crime. Now you have to do the punishment.",0.0
"@OctopusGilded Nice to see things like that out in the world. I live near a wildlife preserve, but all I ever see are coyotes. They don’t even have any decent Acme gear.",1.0
This sign messaging is excellent.  New coyote warning signs being erected in Richmond https://t.co/18PAen4nFU via @TheRichmondNews,0.0
"The city of Redlands designated as “terminated” Coyote Aviation’s 20-year lease five months early on a technicality. The Sept. 5, 2000, contract called for Coyote to express, in writing, its desire to extend its lease. Coyote submitted that request … https://t.co/HChOggYiFI",0.0
Coyote Experts Raising Awareness Following String Of Related Incidents https://t.co/5hvUwppXIJ  #easterncoyote #coexistence #foodconditioning #harmfulhandout #coyote,0.0
"@nhlleave @twolinepass When the Coyotes come to town it'll just say ""Big fat load of cum, then""",0.0
@ActiveNorCal best friends?? obviously that coyote is so whipped by that badger.. 😂,0.0
"@JBB_SD @spacey_coyote @10News @MayorToddGloria Jelena,   same for any other job.  If the boss says and asks you to do something and you say no....well....yea we know what happens",0.0
"@mikepompeo Wow, $450,000? I walked up #VanNuys Blvd. the other day &amp; saw just the opposite.  #ILLEGALimmigrants #enslaved while being #berated by those awful #coyotes.",0.0
"@CIAspygirl I highly recommend purchasing coyote urine. We have problems with them wanting to swim in our pool, but they spread really bad parasites, so we trapped a few but didn't feel great about it. Trying not to think about how the urine is collected to be sold...but it works!",0.0
Pee mail…! #wildlife #coyote #nature https://t.co/jjCz7xejFZ,0.0
"Hey Coyotes! Next week we do not have school on Thursday, November 11th. Please plan accordingly. https://t.co/10i9f7G6Lg",0.0
California Valley Coyote. Adolescent with parents nearby. #wildlife #coyote #photography https://t.co/2rYcAp11yI,0.0
"California edition: - coyote spotted, watch your pets -bear spotted, watch your kids -I smell smoke, is it a wildfire? - what is this wet stuff falling from the sky? https://t.co/OpNk9l6fuO",1.0
@johnlevenstein If we hadn’t defunded police there wouldn’t be so many coyotes!!!!!!!,0.0
