date,time,tweet,tweet_id,hashtags,user_id,username,location,num_followers,geo_enabled,long,lat,relevant
2021-11-03,00:00:13,@yotestradecen @PHNX_Coyotes Agree to disagree with you on this one.,1455686212325306372,[],382978525,thetonyjames,"Anaheim, CA",419,True,,,0.0
2021-11-02,23:55:05,@PHNX_Coyotes Melker Karlsson of SJ is the Melk Man. We’re not stealing someone else’s nickname.,1455684923063291904,[],382978525,thetonyjames,"Anaheim, CA",419,True,,,0.0
2021-11-02,22:21:07,"To the guy that I saw in the Selanne Mighty Ducks jersey at the Flyers Coyotes game, sup?!?",1455661276315758599,[],33069812,ReindeerGames91,"Long Beach, CA",1505,True,,,0.0
2021-11-02,18:56:27,"Heads up folks, probably won't be that active during the Ducks game seeing as I will be at the Flyers Coyotes game tonight!",1455609770606465034,[],33069812,ReindeerGames91,"Long Beach, CA",1505,True,,,0.0
2021-11-02,17:22:51,tapped in wit Wes for when I touch down cause niggas said it won’t none of the long distance ranges round the way like how Angeles one is out Sylmar niggas hunting coyotes and using his land instead a lil pass Augusta still able to spin back into Atlanta no problem.,1455586214174552064,[],944091559678566400,KCXSLEEK,LA.,313,True,,,0.0
2021-11-02,15:42:13,Our first TRANSFER Orientation is today and we can’t wait! Welcome to our new Spring 2022 Coyotes! 🐺🤟🏼 #CSUSBOrientation #WelcomeToThePack,1455560887314518019,"['CSUSBOrientation', 'WelcomeToThePack']",3145006386,CSUSBofye,Cal State San Bernardino,527,False,,,0.0
2021-11-02,05:53:58,the los feliz coyotes are OUT tonight,1455412851972083723,[],17110927,ItsDanSheehan,"Los Angeles, CA",37161,False,,,0.0
2021-11-02,01:23:01,"@CrytzerFry Fortunately, many wild animals are (as you know better than most) amazingly adaptable &amp; resilient — I love that coyotes find a way despite the despicable behavior of despicable humans. So happy for you &amp; Tripawd! ❤️",1455344664052068354,[],250314771,bruisermom,"Camarillo, CA",197,True,,,0.0
2021-11-01,23:38:07,"@LAmeekly Bánh mì, mountains, enclaves within enclaves, parks, pubs, buses, coyotes, swap meets, theaters, plastic food displays, pumas, architecture, ""ethnic"" malls, museums, folk art, pupusas, bears, revival cinemas, islands...basically everything except the sunshine, slebs, and cars.",1455318265819844609,[],70507732,Eric_Brightwell,"Los Angeles, California",1055,True,,,0.0
2021-11-01,23:31:36,"I also grabbed a pair of scissors that were in there for safety. When I was finally able to step out of the car and out of the sand I found the town had been destroyed and there was angry coyotes approaching me, some of them were feeding on the other bodies that didn’t make it",1455316624769126401,[],1202354910726983681,futiletweet,"Los Angeles, CA",19,False,,,0.0
2021-11-01,22:30:17,Please visit our website https://t.co/a5OWf3PsSb for an update from Superintendent Martinez.,1455301193563926532,[],750804291678449664,lc_coyotes,"La Palma, CA",283,True,,,0.0
2021-11-01,18:59:52,@twistedleafs I don't understand how he can go on any platform and tell him what the Blackhawks did isn't as bad as what the Coyotes it Devils did,1455248239750483970,[],1447304568522645504,DiemondJoe83,Ontario,106,False,,,0.0
2021-11-01,07:17:44,"2/ We know that a Bobcat and Coyotes have been around the house because we’ve seen them on the outside cameras. One even came by to drink water at 12:45 p.m. in the afternoon a couple of days ago. 
We always had that worry that she was vulnerable.",1455071542669312004,[],27870004,MagdaleneXXX,Los Angeles,50206,False,,,1.0
2021-11-01,05:24:31,"@jabbafanclub @Nextdoor @bestofnextdoor And then you always see the follow up a few days later where they're all ""aww my poor baby got eaten by coyotes"" like oh no if only there was something you could've done to make that never happen, such as uhh not leaving your pet outside to be eaten by coyotes #weird",1455043051093512192,['weird'],2811710486,eatpreycode,"Ventura County, CA",48,True,,,1.0
2021-11-01,05:22:51,"@jabbafanclub People on @nextdoor be like ""ah fuck my outdoor cat/small dog is missing 😭😭😭 OMG what could've happened pls help"" a pack of coyotes ate it you dumb bastard do you even know where you live RN @bestofnextdoor #nextdoor",1455042631407325192,['nextdoor'],2811710486,eatpreycode,"Ventura County, CA",48,True,,,1.0
2021-10-31,20:08:33,"@mikepompeo Wow, $450,000?
I walked up #VanNuys Blvd. the other day &amp; saw just the opposite.  #ILLEGALimmigrants #enslaved while being #berated by those awful #coyotes.",1454903136041144322,"['VanNuys', 'ILLEGALimmigrants', 'enslaved', 'berated', 'coyotes']",36312907,Joannajac,,121,True,,,1.0
2021-10-31,19:42:52,Is it normal to see so many coyotes in the daytime?,1454896674296324098,[],1075563933182976000,husbandwanter_,"British Columbia, Canada",6481,True,,,0.0
2021-10-31,18:31:02,"@dr_earthquake This may be even more specific than that. Only in Southern California? LA County? The San Gabriel Valley? The specific combination of busy street traffic, wild peacocks and coyotes?",1454878597026512903,[],1280813924,MarkPanning,"Pasadena, CA",1629,True,,,1.0
2021-10-31,16:08:08,"Thank you @ReporterDawn for great reporting and @TOAcornNews for putting it on the front page!  Tragic.  Coyotes are highly intelligent and just trying to survive.  Keep small pets indoors!
Thanks also to @COSFoundation for your advocacy on this issue!👏👏 https://t.co/PMMhJzFy5E",1454842634128658435,[],2742769438,hillypaige2,"Thousand Oaks, CA",506,True,,,1.0
2021-10-31,16:03:32,"Had to stop someone in my support group referring to coyotes as ""puppers.""

Intersectional mental health means sometimes getting furries who want to anthropomorphize animals as a coping mechanism for their own dysregulated emotion and behavior.",1454841477872246788,[],123403100,RagingToro,"Orange County, CA",311,True,,,0.0
2021-11-08,23:42:14,@nhlupdate The NHL shouldbe ashamed of the world class tank job the Coyotes are undertaking. Jay Beagle is their 1st line C and is pointless. Their game vs the Ducks was like a scrimmage while fans paid major league to watch that.,1457856015823564800,[],2660824777,chbmeredith,"Carlsbad, CA",511,True,,,0.0
2021-11-08,21:52:46,@KimmahKimmah @curlinginla @JayneFB Mmmmm pizza AND chocolate. I love how Coyotes roll... That's even better than @curlsd 's fries &amp; beer.,1457828465642594304,[],122205641,ciaomichaella,"San Diego, CA",2022,True,,,0.0
2021-11-07,03:12:39,@JustShar88 I’ve speculated that the “coyotes” are the government for a long time. Everything seems to fit when you start with them as the runners.,1457184191246856193,[],281781436,CAS2328,"San Diego, Ca",1474,False,,,0.0
2021-11-07,02:45:32,@Realrclark25 Coyotes are way taller,1457177369051996160,[],17562609,R_Hall,"Oceanside, CA",59,True,,,0.0
2021-11-07,02:17:44,This kraken-coyotes game is awesome,1457170371845648388,[],390569526,Boneitisvictim,"San Diego, CA",37,True,,,0.0
2021-11-06,23:37:39,Am i excited to go see the coyotes in person tonight? Very much so. But I also would have been happy to to see USC. I forgot they were in PHX this weekend!,1457130088793706496,[],1037430229038379008,SquatchoSpotti1,"San Diego, CA",278,False,,,0.0
2021-11-06,19:27:24,@15TT20 @JeffGSpursZone Hey @15TT20 I think this one was custom made! Check the coyotes instagram. Maybe the person will start selling them 🤞😆,1457067111147180035,[],110347183,EvBec,San Diego,75,False,,,0.0
2021-11-06,17:11:35,@spittinchiclets Rick Nash Amazing Goal vs Phoenix Coyotes 2008 - Full Sequence (NHL Clas... https://t.co/CrWSj7XmwU via @YouTube,1457032928458788866,[],66785973,Stevey26,Okanagan BC Canada,417,True,,,0.0
2021-11-06,14:49:22,"Calling Coyotes from all grades! What will YOUR future city look like? Imagine it. Design it. Build it!Awards in engineering design, artistic design, &amp; STEAM design! Register by Fri. Nov. 12th and get started right away! #CVESRocks #CanyonViewElementary #CVSTEAM #PowayUnified https://t.co/DOW1BP5V7p",1456997138282385409,"['CVESRocks', 'CanyonViewElementary', 'CVSTEAM', 'PowayUnified']",1027892966684209157,CoyotesCves,"San Diego, CA",160,False,,,0.0
2021-11-05,19:14:01,@tentacle_pup You don't need an AR unless it's 30-50 feral hogs 😂. There's got to be a better choice for sniping yotes! The coyotes around here keep a low profile &amp; we're lousy with rabbits so they don't bother chickens. Can't do Guinea hens because it's the suburbs.,1456701354634665985,[],493282573,andriedeja,"San Diego, California",765,False,,,0.0
2021-11-05,17:43:28,"@CoastalPaleo @offshoreoddity @inaturalist @SDNHM @AMNH Thanks for both answers. A raccoon would be cooler than a cat :-). We don’t have too many cats in the area due to lots of Coyotes … but lots of raccoons… Cats do exist, though, and are at high risk for ending up as skeletons…",1456678564053467140,[],1239018005213802496,JesperSanDiego,"San Diego, CA",44,True,,,0.0
2021-11-05,03:02:32,@HNTurtledove This is so cool.  We don’t have foxes here. We have coyotes. And bobcats. And even mountain lions. No foxes. :/,1456456871003373568,[],272752346,gedamore,"San Marcos, CA",1220,True,,,1.0
2021-11-05,02:54:50,"S2 | No. 4 CSUSB 25 - CSUSM 20

The Coyotes take a 2-0 lead in the match. 

#Back2BleedingBlue",1456454932995842052,['Back2BleedingBlue'],2710289719,CSUSMVolleyball,"San Marcos, CA",592,True,,,0.0
2021-11-04,16:04:09,"I just saw three coyotes pass my house and none of them looked like this. Though, perhaps that's a good thing. https://t.co/QFqm1sJZCG",1456291184792399873,[],53478948,palomarskies,"San Marcos, CA",1595,False,,,1.0
2021-11-03,11:27:14,@Hockey_Royalty The Coyotes are taking tanking to a new level with Jay Beagle as their #1 Center and icing one of the worst teams in recent NHL history. Hard for any of their couple of good players to fly like an eagle like this.,1455859107861127171,[],2660824777,chbmeredith,"Carlsbad, CA",511,True,,,0.0
2021-11-03,01:55:41,"Get a summary of the Arizona Coyotes vs. Philadelphia Flyers hockey game. https://t.co/daYI0UpIqi
via @ESPN App https://t.co/aoWPoUtVGo",1455715273529561092,[],1225222012844609537,Buddy64641,Not San Diego,46,False,,,0.0
2021-11-01,22:09:07,Oh no! I played this and my dogs went bonkers! We have a pack of coyotes in the canyon behind me. Pretty sure that’s what was howling. 🤣 https://t.co/KgegI8ZqAu,1455295868811112452,[],1308872856567070720,colmom1,"Vista, CA",103,False,,,1.0
2021-11-01,05:56:16,@AndyCole1984 Sorry just feeding the coyotes.,1455051041343369222,[],196288518,natejstirling,BC Canada,83,False,,,0.0
2021-11-01,01:36:31,"Dude, there’s all these coyotes howling outside right now. It’s 6:30?!!!",1454985673157476354,[],431828202,alyssakiras,"San Diego, CA",240,True,,,1.0
